RecipeID,StepNumber,StepDescription
287,9,'  Refrigerate for at least 30 minutes'
287,10,'Shape the bean mixture into 1-inch balls'
287,11,'Flatten slightly and coat with flour'
287,12,'Heat at least 1-inches of oil over medium heat to 365 degrees'
287,13,'Fry the patties in batches turning once until golden brown on all sides about 5 minutes'
287,14,'Remove with a wire mesh skimmer or slotted spoon'
287,15,' Serve as part of a meze or in pita bread with tomato-cucumber salad and tahina sauce'
288,1,'STEP 1Remove the large piece of fat on the edge of each pork loin then bash each of the loins between two pieces of baking parchment until around 1cm in thickness  you can do this using a meat tenderiser or a rolling pin'
288,2,' Once bashed use your hands to reshape the meat to its original shape and thickness  this step will ensure the meat is as succulent as possible'
288,3,'STEP 2Put the flour eggs and panko breadcrumbs into three separate wide-rimmed bowls'
288,4,' Season the meat then dip first in the flour followed by the eggs then the breadcrumbs'
288,5,'STEP 3In a large frying or saute pan add enough oil to come 2cm up the side of the pan'
288,6,' Heat the oil to 180C  if you dont have a thermometer drop a bit of panko into the oil and if it sinks a little then starts to fry the oil is ready'
288,7,' Add two pork chops and cook for 1 min 30 secs on each side then remove and leave to rest on a wire rack for 5 mins'
288,8,' Repeat with the remaining pork chops'
288,9,'STEP 4While the pork is resting make the sauce by whisking the ingredients together adding a splash of water if its particularly thick'
288,10,' Slice the tonkatsu and serve drizzled with the sauce'
289,1,'Clean the meat from the veins if there are some and cut it into smaller pieces 3  3 cm'
289,2,' Marinate the meat in the mustard and spices and let it sit in the refrigerator for one hourHeat one tablespoon of pork fat or vegetable oil in a pot and fry the meat on all sides until it gets browned'
289,3,' Once the meat is cooked transfer it to a plate and add another tablespoon of fat to the potCut the onions very fine peel the carrots and shred it using a grater'
289,4,' Cook the onions and carrots over low heat for 15 minutes'
289,5,' You can salt the vegetables a little to make them soften fasterOnce the vegetables have browned and become slightly mushy add the meat and bay leaves and garlic'
289,6,' Pour over with wine and simmer for 10-15 minutes to allow the alcohol to evaporate'
289,7,' Now is the right time to add 2/3 the amount of liquidCover the pot and cook over low heat for an hour stirring occasionally'
290,1,'0'
290,2,'	Grill the eggplant until the color of skin turns almost black1'
290,3,'	Let the eggplant cool for a while then peel off the skin'
290,4,' Set aside'
290,5,'2'
290,6,'	Crack the eggs and place in a bowl3'
290,7,'	Add salt and beat4'
290,8,'	Place the eggplant on a flat surface and flatten using a fork'
290,9,'5'
290,10,'	Dip the flattened eggplant in the beaten egg mixture6'
290,11,'	Heat the pan and pour the cooking oil7'
290,12,'	Fry the eggplant (that was dipped in the beaten mixture)'
290,13,' Make sure that both sides are cooked'
290,14,' Frying time will take you about 3 to 4 minutes per side on medium heat'
291,1,'1) Preheat oven to 180 degrees celcius'
291,2,' 2) Boil vegetables for 5-7 minutes until soft'
291,3,' Add lentils and bring to a gentle simmer adding a stock cube if desired'
291,4,' Continue cooking and stirring until the lentils are soft which should take about 20 minutes'
291,5,' 3) Blanch spinach leaves for a few minutes in a pan before removing and setting aside'
291,6,' 4) Top up the pan with water and cook the lasagne sheets'
291,7,' When cooked drain and set aside'
291,8,'5) To make the sauce melt the butter and add the flour then gradually add the soya milk along with the mustard and the vinegar'
291,9,' Cook and stir until smooth and then assemble the lasagne as desired in a baking dish'
291,10,' 6) Bake in the preheated oven for about 25 minutes'
292,1,'Simply mix all dry ingredients with wet ingredients and blend altogether'
292,2,' Bake for 45 min on 180 degrees'
293,1,'Slice the uncooked pork thinly about '
293,2,' It helps to slightly freeze it (optional)'
293,3,'Mince garlic and shallots'
293,4,' Mix in a bowl with sugar fish sauce thick soy sauce pepper and oil until sugar dissolves'
293,5,'Marinate the meat for 1 hour or overnight for better results'
293,6,'Bake the pork at 375F for 10-15 minutes or until about 80% cooked'
293,7,' Finish cooking by broiling in the oven until a nice golden brown color develops flipping the pieces midway'
293,8,'Assemble your bowl with veggies noodles and garnish'
293,9,' Many like to mix the whole bowl up and pour the fish sauce on top but I like to make individual bites and sauce it slowly'
294,1,'Heat the oil in a large pan'
294,2,' Add the duck legs and brown on all sides for about 10 mins'
294,3,' Remove to a plate and set aside'
294,4,' Add the onions to the pan and cook for 5 mins until softened'
294,5,' Add the garlic and cook for a further 1 min then stir in the cinnamon and flour and cook for a further min'
294,6,' Return the duck to the pan add the wine tomatoes stock herbs sugar and seasoning'
294,7,' Bring to a simmer then lower the heat cover with a lid and cook for 2 hrs stirring every now and then'
294,8,'Carefully lift the duck legs out of the sauce and place on a plate  they will be very tender so try not to lose any of the meat'
294,9,' Pull off and discard the fat then shred the meat with 2 forks and discard the bones'
294,10,' Add the meat back to the sauce with the milk and simmer uncovered for a further 10-15 mins while you cook the pasta'
294,11,'Cook the pasta following pack instructions then drain reserving a cup of the pasta water and add the pasta to the ragu'
294,12,' Stir to coat all the pasta in the sauce and cook for 1 min more adding a splash of cooking liquid if it looks dry'
294,13,' Serve with grated Parmesan if you like'
295,1,'Heat the oil in a large heavy-based pan'
295,2,' Add the onions and cook gently for 5  10 mins until softened'
295,3,'Add the garlic spices dried thyme carrots celery and peppers and cook for 5 minutes'
295,4,'Add the tomatoes stock courgettes and fresh thyme and cook for 20 - 25 minutes'
295,5,'Take out the thyme sprigs'
295,6,' Stir in the lentils and bring back to a simmer'
295,7,' Serve with wild and white basmati rice mash or quinoa'
296,1,'Heat oven to 200C/180C fan/ gas 6'
296,2,' Cook the vegetables in a casserole dish for 15 mins'
296,3,' Tip in the beans and tomatoes season and cook for another 10-15 mins until piping hot'
296,4,' Heat the pouch in the microwave on High for 1 min and serve with the chilli'
297,1,'Add Ingredients:12 cups chopped mixed vegetables1   cup chopped fresh mushrooms 1   cup pearl onionsTOPPING:Preheat oven to 450'
297,2,' Bake potatoes on a foil-lined baking sheet until tender about 45 minutes'
297,3,' Let cool slightly then peel'
297,4,' Press potatoes through a ricer food mill or colander into a large bowl'
297,5,' Add butter; stir until well blended'
297,6,' Stir in milk'
297,7,' Season to taste with salt'
297,8,'FILLING:Soak dried porcini in 3 cups hot water; set aside'
297,9,' Combine lentils 1 garlic clove 1 tsp'
297,10,' salt and 4 cups water in a medium saucepan'
297,11,' Bring to a boil; reduce heat and simmer stirring occasionally until lentils are tender but not mushy 1520 minutes'
297,12,' Drain lentils and discard garlic'
297,13,'Heat 3 Tbsp'
297,14,' oil in a large heavy pot over medium heat'
297,15,' Add onions and cook stirring occasionally until soft about 12 minutes'
297,16,' Add chopped garlic and cook for 1 minute'
297,17,' Stir in tomato paste'
297,18,' Cook stirring constantly until tomato paste is caramelized 23 minutes'
297,19,'Add bay leaves and wine; stir scraping up any browned bits'
297,20,' Stir in porcini slowly pouring porcini soaking liquid into pan but leaving any sediment behind'
297,21,' Bring to a simmer and cook until liquid is reduced by half about 10 minutes'
297,22,' Stir in broth and cook stirring occasionally until reduced by half about 45 minutes'
297,23,'Strain mixture into a large saucepan and bring to a boil; discard solids in strainer'
297,24,' Stir cornstarch and 2 Tbsp'
297,25,' water in a small bowl to dissolve'
297,26,' Add cornstarch mixture; simmer until thickened about 5 minutes'
297,27,' Whisk in miso'
297,28,' Season sauce with salt and pepper'
297,29,' Set aside'
297,30,'Preheat oven to 450'
297,31,' Toss vegetables and pearl onions with remaining 2 Tbsp'
297,32,' oil 5 garlic cloves and rosemary sprigs in a large bowl; season with salt and pepper'
297,33,' Divide between 2 rimmed baking sheets'
297,34,' Roast stirring once until tender 2025 minutes'
297,35,' Transfer garlic cloves to a small bowl; mash well with a fork and stir into sauce'
297,36,' Discard rosemary'
297,37,' DO AHEAD: Lentils sauce and vegetables can be made 1 day ahead'
297,38,' Cover separately; chill'
297,39,'Arrange lentils in an even layer in a 3-qt'
297,40,' baking dish; set dish on a foil-lined rimmed baking sheet'
297,41,' Toss roasted vegetables with fresh mushrooms and chopped herbs; layer on top of lentils'
297,42,' Pour sauce over vegetables'
297,43,' Spoon potato mixture evenly over'
297,44,'Bake until browned and bubbly about 30 minutes'
297,45,' Let stand for 15 minutes before serving'
298,1,'Heat the cream chocolate and vanilla pod in a pan until the chocolate has melted'
298,2,' Take off the heat and allow to infuse for 10 mins scraping the pod seeds into the cream'
298,3,' If using the vanilla extract add straight away'
298,4,' Heat oven to 160C/fan 140C/gas 3'
298,5,'Beat yolks and sugar until pale'
298,6,' stir in the chocolate cream'
298,7,' Strain into a jug and pour into ramekins'
298,8,' Place in a deep roasting tray and pour boiling water halfway up the sides'
298,9,' Bake for 15-20 mins until just set with a wobbly centre'
298,10,' Chill in the fridge for at least 4 hrs'
298,11,'To serve sprinkle some sugar on top of the brles and caramelise with a blowtorch or briefly under a hot grill'
298,12,' Leave caramel to harden then serve'
299,1,'Combine pork garlic ginger soy sauce sesame oil and vegetables in a bowl'
299,2,'Separate wonton skins'
299,3,'Place a heaping teaspoon of filling in the center of the wonton'
299,4,'Brush water on 2 borders of the skin covering 1/4 inch from the edge'
